reviews;;
"[%hoTJ%]


[%goTZ%] [%xfJP%] [%qVSV%] [%ianU%] [%uxTh%]







CUAN IS CUANNN !!!!! ";;
"[%bIxl%] [%HWoi%] [%LEih%] [%BVzb%]
Kali ini aku mau sharing beberapa istilah yang sering dipakai  saat kita trading saham. (semoga bermanfaat :))
1. ARA = Auto Rejection Atas

2. ABA = Auto Rejection Bawah

3. CL = Cut Loss (Menjual saham dibawah harga beli, bertujuan untuk mengurangi resiko kerugian yang lebih besar)

4. TS = Trailing Stop (Memasang auto sell disaat posisi sudah profit di fortofolio)

5. SS = Stock Split (pemecahan harga saham dengan rasio tertentu. Emiten yang melakukan Stock Split umumnya adalah perusahaan yang memiliki fundamental bagus, tetapi harga sahamnya sudah mencapai titik tertinggi)

6. Suspend = penghentian sementara transaksi suatu emiten/saham  karena mengalami pergerakan yang tidak wajar, atau dihukum lantaran melanggar aturan

note: masih banyak istilah-istilah yang sering digunakan para trader, ini hanya bagian kecil yang aku share, Insyaallah nanti aku share lahi istilah lainnya :)";;
"Mandirimologi + Risetmologi

Ilmu apapun kalau analysisnya pake pengetahuan sendiri, dan di rangkum dari berbagai sumber itu lebih baik dari pada analisis orang lain, apa lagi analisis orang lain sumbernya cuma satu.

Philip Fisher aja berghibah(scuttlebutt) dari berbagai sumber tanpa hitung valuasi langsung beli hold forever setelah convicted dari hasil analisis.

Martin Zweig aja bisa hidup mewah dengan trading.

Peter Lynch aja mengakui ½ portfolio dari hasil wawancara dengan pihak emiten adalah kesalahan besar yang harus di CUTLOSS.

Warren Buffet aja punya berpegang pada ilmu Benjamin Graham, Phillip Fisher, dan Charlie Munger sekaligus, bukan lagi bergantung full dengan Grahamist.

Thornton L O'Glove saja bilang jangan percaya analyst, pihak emiten, auditor, dsb.

Joel Greenblatt aja mampu outperform dengan magic formula yang dirancang sendiri.

Joseph D. Piotroski saja sukses merumuskan keamanan investment dengan kriteria financial.

Sudono Salim aja berjaya bergandengan dengan Pak Harto.

[%HnbA%] aja all in setelah super convicted dengan segala analisis bisnisnya.

""Yang populer belum tentu paling tepat, dan yg tepat kadang tidak populer.""

tag saham trending [%qlNo%] [%vBPu%] [%dowz%] [%pFDv%] [%wYLp%]";;
[%DQdY%] update :);;
"[%BtDr%] oh ya sekedar informasi &amp; untuk pembelajaran juga, kenapa saya memutuskan untuk CL WSBP pada akhirnya, itu bukan hanya karena LK FY2020 yg hancur, tp juga setelah saya coba berpikir secara rasional &amp; objektif, mengingat kembali di awal saya membeli WSBP di harga 520, apa yang menjadi motivasi saya.. saya mencoba mengingat kembali, wkt itu sedang booming saham"" konstruksi &amp; saya masuk ke WSBP tanpa disertai penilaian yg cukup baik tentang Fundamentalnya, saya hanya berharap bahwa WSBP akan naik banyak krn faktor boom konstruksi tersebut.. padahal saya ingat wkt itu di harga 520, PBV WSBP sudah di kisaran 2x lebih.. secara rasional ini sudah bukan valuasi harga yg bagus untuk entry.. tp saya masih berharap ada surprise jackpot di WSBP (katakanlah harganya akan ditarik naik ke 1000 - 1500) yang ternyata saya salah total.. jadi ini menjadi poin pembelajaran yg penting buat saya &amp; juga mungkin buat teman sekalian, ketika kita memutuskan membeli sebuah saham, kita harus paham benar apa motivasi kita.. apakah kita sudah benar"" mempelajari secara valuasi &amp; Fundamental perusahaan tsb? apa kita paham apa yang kita beli? ini penting sekali.. karena setelah sekian lama di bursa, menurut saya inti berinvestasi saham itu simpel, bukan ""invest as big as u can"", tp yg bener ""securing &amp; increase capital gradually"" [%aPAh%] [%sWTG%] [%YsOd%] [%cUAv%] [%ZOqB%]";;
"War &amp; Inflation Triggers (Global)Recession

Resesi adalah kontraksi ekonomi selama 2 triwulan secara berturut-turut, atau lebih.

Tidak ada untungnya bagi seorang investor ultra mikro seperti saya yang sedang berharap bagger dan uang alokasi investasinya full lagi nyemplung ke beberapa saham pilihan.  Hanya kewajiban sesama manusia untuk mengingatkan kembali bahwa resiko resesi hadir nyata didepan kita.

6 hari yang lalu media sudah meliput US melaporkan kontraksi -1.4% pada triwulan pertamanya , pembalikan arah yang drastis dari pertumbuhan ekonomi ±6% pada 2021.

Harapannya perang segera berakhir, atau gencatan senjata segera terjadi dan setidaknya ekonomi global bertahan sampai Q2 agar para investor boleh berharap cuan &amp; (multi)bagger pada pilihannya masing masing.

Sampai jumpa tgl 9 ,
sincerely
V.A.

tag : [%pwjK%] [%MzWv%] [%jnhf%] [%czAC%] [%dpWN%]";;
"Skydrugz Corner: Bank Modal Inti &gt; 30 Triliun vs &lt;30 Triliun

Artikel ini merupakan lanjutan dari artikel sebelumnya tentang Bank.

Hanya ada 10 bank di IHSG yang memiliki modal inti di atas 30 Triliun. Sedangkan 37 emiten bank lain modal intinya kurang dari 30 Triliun.

Selengkapnya [%Wnyl%]

[%qheL%] [%MIBx%] [%nhWC%] [%rUts%] [%lcOn%]";;
"Will Indonesia follow it ?
[%FaNd%] [%bbuW%] 
[%JCbf%] [%DRUn%]";;
"7 Mode Pertahanan manusia ketika menghadapi masalah

Berpikir positif boleh jadi salah satu upaya pertahanan diri selama pandemi. Lebih jauh, mekanisme pertahanan diri hadir dari ketidaksadaran individu menghadapi realitas. Dalam teori psikoanalitik, mekanisme pertahanan adalah kemampuan alam bawah sadar untuk mengurangi kecemasan yang timbul dari hal yang gak bisa diterima atau berbahaya.

Psikoanalisis Sigmund Freud dan anaknya Anna Freud membagi mekanisme pertahanan diri sebagai berikut:
[%tXTh%]

Tag acak : [%hWIF%] [%IOlG%] [%Mcvs%] [%nKyT%] $[%uBUG%] 
Disclamer on!
Segala informasi yang dimuat di sini, bukan merupakan ajakan untuk menjual atau membeli sebuah saham ataupun aset lainnya. Segala keputusan investasi ada ditangan kalian masing - masing.";;
"Mengenal perayaan idulfitri di berbagai negara..

Hari kemenangan telah tiba, umat muslim sedunia merayakannya dengan suka cita. Bukan cuma Indonesia saja yang mempunyai tradisi khusus di momen Idulfitri.

Berbagai negara di belahan bumi lainnya juga punya cara masing-masing untuk merayakannya. Berikut 9 tradisi unik perayaan Idulfitri di berbagai negara. Seperti apa?
[%NBcX%]

Tag acak : [%XXBs%] [%WYSh%] [%tsFq%] [%pVfH%] $[%kOeI%] 
Disclamer on!
Segala informasi yang dimuat di sini, bukan merupakan ajakan untuk menjual atau membeli sebuah saham ataupun aset lainnya. Segala keputusan investasi ada ditangan kalian masing - masing.";;
[%mNad%];;
"‼️ANALISIS Malam‼️

Kode: BMSR (Bintang Mitra Semestaraya TBK)

- BSMR Bakal Nyentuh Resist Gak Ya? -

BSMR setelah mantul di support trendlinenya, langsung membentuk candle reversal yang cukup besar hingga menembus resistance area 230-232. Tetapi sepertinya momentumnya kurang kuat, soalnya volumenya tidak terlalu besar. 

Mari kita berharap BMSR menyentuh Resistance psikologisnya di 300-306!

Cek tautan di biioo untuk analisis dan edukasi lainnya!

random tag : [%WlCC%] [%QfMw%] [%LRUu%] [%kvjZ%]";;
"Suatu waktu, ada yang bertanya kira kira begini :

""Bro, itu bank katanya udah lolos hitungan modal inti minimal 2 T di tahun lalu, itu dari mana?""

Kalau ngga paham 2 T ini maksudnya apa, ini adalah aturan minimal modal inti dari OJK Rp 2 triliun di 2021 dan Rp 3 triliun di 2022. Yang dikejar deadline minimal modal ini adalah bank bank kecil, salah satunya yang ditanyakan orang tersebut. Bank ini juga pernah sekilas saya bahas, namun saya ngga pernah bahas kinerja keuangannya spesifik. Namanya Bank Capital ([%sfEu%]). 

(baca postingan soal bank ini di [%nQTX%])

BACA ini mengklaim di laporan keuangannya sudah memenuhi 2 T, meski BACA sampai tulisan ini dibuat belum melakukan hajatan rights issue. Pertanyaannya, kok bisa 2 T? Jawabannya ada di slide kedua. Itu saya kutip dari laporan keuangan publikasi BACA Desember 2021 yang bisa dibaca di website BACA atau BEI (Bukti Iklan Laporan Keuangan). 

Pada tabel tersebut, BACA menyebut beberapa data data penting. Data yang bisa kita perhatikan adalah modal disetor, agio (tambahan modal disetor), cadangan umum, laba tahun-tahun lalu, laba tahun berjalan dan dana setoran modal. Data data ini adalah data yang paling banyak berpengaruh pada ekuitas atau modal bank. Sisanya kebanyakan angka teknis seperti laba (rugi) komprehensif dan revaluasi aset dsb. Fokus aja ke beberapa data penting tersebut.

Yang membuat BACA bisa mencapai 2 T nomor 1 adalah laba tahun-tahun lalu, alias saldo laba. Jumlahnya sekitar Rp 800 milyar. Keputusan tepat BACA tidak pernah membagikan dividen sejak IPO di 2004, dimana ini membuat BACA menumpuk laba bersihnya selama ini yang diperhitungkan sebagai modal inti. Nomor 2 adalah modal disetor dan agio (tambahan modal disetor). BACA memiliki total modal disetor sekitar Rp 716 milyar. Total ini sudah Rp 1,5 triliun.

Berikutnya adalah dana setoran modal yang baru masuk akhir 2021. Jumlahnya Rp 300 milyar. Fix jadi Rp 1,8 triliun. Terakhir, BACA menambah cadangan umum Rp 58 milyar dan laba tahun berjalan (laba 2021) Rp 35 milyar. Hasilnya hampir Rp 1,9 triliun. Sisanya berupa tambahan dari laba (rugi) komprehensif. Pas jumlahnya sekitar Rp 2 triliun.

Oh ya, dana setoran modal adalah dana untuk penambahan modal perusahaan, namun dana ini belum disahkan dalam catatan negara. Jadi, nanti ketika sudah disahkan di mata hukum melalui penambahan modal (rights issue), dana ini resmi masuk ke modal tanpa ada efek di arus kas. Kenapa? Karena duitnya udah masuk duluan. Sementara, cadangan umum adalah cadangan minimal 20% modal yang dipersyaratkan oleh UU Perseroan Terbatas (PT) nomor 40 tahun 2007. Makanya kalo di hasil RUPS ada hasil sekian persen jadi dividen, sekian persen laba ditahan dan sekian persen sebagai cadangan. Nah ini cadangannya.

(postingan tentang modal bisa baca di [%EgBF%]) 

Modal inti inilah yang tadi dipersyaratkan OJK. Beruntungnya BACA mampu menumpuk laba bersihnya sebagai salah satu perhitungan modal inti. Sayangnya, kebanyakan bank kecil yang lagi ramai diakuisisi perusahaan teknologi dengan ""kedok"" bank digital tidak beruntung menumpuk laba. Kenapa? Penyakit mereka umumnya adalah profitabilitas. Beban operasional tinggi, rawan kredit macet, ditambah dengan beban bunga yang membuat kinerja bank kecil ngga efisien. 

Misalnya yang terkenal ada [%YRFX%] atau Bank Jago yang sejak IPO di 2016 sampai 2020 terus merugi. Baru tahun 2021 ARTO mulai untung. ARTO baru untung setelah terjadi kenaikan signifikan jumlah kredit yang disalurkan, yang lebih disebabkan karena rights issue 2 kali yang pernah digelar. Tanpa rights issue, kinerja ARTO (bahkan sampai sekarang) belum seefisien bank bank besar. Jadi, ARTO lebih terdongkrak karena rights issue, bukan karena operasional yang bisa menarik lebih banyak fee based income.

Jadi, kalau mau mencari soal modal inti bank, bisa baca laporan keuangan bank dengan kata kunci ""modal inti"" tanpa tanda kutip. Inilah acuan yang digunakan OJK.

Tapi...

Dalam kasus BACA, ada hal yang aneh. Meskipun  disebutkan, namun laporan keuangan tidak menyebut siapa penyetornya dan tidak disebut juga di laporan arus kas (slide ketiga). Entah kenapa. Padahal ini laporan keuangan yang sudah diaudit. Beda dengan salah satu bank non Tbk (sudah diaudit) yang menyebutkan lengkap soal dana setoran modal ini (slide keempat). Hingga tulisan ini dibuat, belum ada penjelasan dan koreksi atas laporan keuangan tersebut.

Apakah mungkin BACA sedang ""merahasiakan"" sesuatu seperti yang pernah diduga duga dulu? Apapun bisa terjadi di lantai bursa Indonesia 🤣🤣

Follow Instagram dan Tiktok [%WOig%] untuk lebih banyak konten menarik soal investasi dan keuangan lainnya.

[%yGAq%] [%IvvN%] [%EUnq%]";;
"[%ToBq%] pekan lalu telkom memerah senilai -3,14% setelah gagal menembus resistancenya di area 4820 . 
Hanya sekedar pembahasan , sekali lagi mimin ucapkan minal aidin walfaizin mohon maaf lahir batin karena masih dalam nuansa lebaran

Untuk rate open senin depan TLKM masih akan cenderung menguji supportnya di area 4590 , jikalau kembali memantul dan tidak close di bawah area tsb TLKM masih akan berpotensi bullish dengan asumsi target berada di area 5200-5260 . Namun jikalau close di bawah area 4590-4490 maka TLKM mengalami patah Channeling dan berpotensi bearish jangka pendek dengan asumsi target berada di area 4430-4130 . 

Sejauh ini posisi SWING masih tergolong aman dengan asumsi pergerakan seperti yang di jelaskan di atas , untuk posisi masuknya sendiri masih akan cenderung wait and see close besok , jikalau masih bertahan di atas 4590 maka TLKM masih sangat menarik untuk di jadikan saham longswing . 

Untuk day trade sendiri sebaiknya besok melakukan BOW dengan mengikuti pergerakan IHSG dengan rate trade berada di area 4590 dengan target sebanya 2-5% . 

Beberapa hal yang perlu di perhatikan adalah asing , saat ini posisi Asing masih cenderung keluar senilai -279.14M setelah melakukan akumulasi besar dalam minggu ini senilai 92,74M dan dalam bulan ini asing juga masuk dengan jumlah besar senilai 2,63T . 

Saham ini tipekal saham day atau swing ya , untuk scalping tidak begitu menarik . 
DISCON 

Happy cuan untuk ARA jaya nya dan ARA ARA yang lain hari ini dan kemaren , terimakasih karena terus mensupport kami di channel telegram .
Sekali lagi Terimakasih atas partisipasinya di channel telegram kami dan happy cuan kotos kotos lagi , baik yang half bagger - multi - triple bagger (ratusan persen ) .
Silahkan bergabung ke channel telegram kami Link : [%fkwg%] (100% Gratis trading plan harian rasa premium silahkan klik link di bio atau di atas)
Bagi yang ingin mentraktir mimin segelas expresso bisa langsung memberikan mimin tipjar ya

Mimin juga ada buatkan investment plan untuk kalian yang bingung di tahun ini apa saja yang berpotensi Super bagger + Crypto + EDUKASI DLL yang memiliki masa depan yang bagus bisa langsung klik : LINK : [%QZtw%] (BERLAKU SELAMANYA ! CHANNEL TERPISAH)

[%DIps%] [%DHog%] [%Ebzi%]  [%Tnoc%]";;
[%DaYW%] [%TRmL%] [%eiDA%] pilih mana ? [%UJnu%] [%BYEd%];;
"[%cbZL%] [%EBWU%] [%rpww%] [%IsCH%]
ada yg punya data daftar saham per 2022 ga ? dlm bentuk microsoft office 🙏";;
"[%ZYyv%] vs [%tfWP%] vs [%EXTC%]

BNGA
ROE 10,72%
ROA 1,56%
OPM  12,16%
NPM 22,7%
NPL Gross 3,46%
PBV 0,6
LCR 268%
NSFR 128%
NIM 4,46%
CAR 23,1%

NISP
ROE 7,64%
ROA 1,12%
OPM 15,66%
NPM 19,71%
NPL Gross 2,3%
PBV 0,45%
LCR 229%
NSFR 153%
NIM 3,6%
CAR 22,4%

BBCA 
ROE 16,56%
ROA 2,56%
OPM 44,18%
NPM 35,8%
NPL Gross 2,3%
PBV 5,14
LCR 410%
NSFR 177%
NIM 4,9%
CAR 26%

Disclaimer: [%pmKr%]";;
Jakarta - Setelah beberapa hari tidak beroperasi saat libur Lebaran 2022, para nasabah PT Bank Central Asia Tbk. (BCA) dapat kembali menikmati layanan di kantor cabang milik perseroan mulai besok, 4-5 Mei 2022.Sebelumnya, kantor cabang BCA tidak beroperasi pada Jumat, 29 April 2022 karena libur Leba...;;
"sisa THR masih 1 juta di dompet, enaknya buat borong saham apa nih? Borong [%Irzl%] , [%CcMF%] ,  [%KuGJ%] , [%TBID%] , atau [%uUJQ%] ? 
atau malah saham yang lain nih ? 🤔

tulis di kolom komentar yah warga stockbit yang kece 👇😎";;
"Hai teman-teman [%oYcc%]  ,
Sambil santai liburan, yuk kita lanjutkan pembahasan buku ""Common Stocks &amp; Uncommon Profits"", yg disebut buku wajib Growth Investor yg kali ini memasuki seri 23 dari BAB IV


""Growth Stock Seperti Apa yg Perlu Dibeli?"" 🤔



Dgn potensi cuan luar biasa di Growth Stocks,  wajar ya jika banyak pelaku bursa yg tertarik berinvestasi nih guys, sehingga tidak mengejutkan sebenernya karena banyak yg tertarik berinvestasi, membuat Growth Stocks Berfluktuasi Tinggi akibat investor berlomba mencari harga terbaik 🤩

Untuk itu Fisher mengingatkan nih supaya menggunakan uang dingin dalam berinvestasi, supaya Investasi kita nyaman dan tidak mengganggu psikologis karena fluktuasi yg tinggi ini  guys  😉 

Apalagi bagi Fisher, Growth Stocks yg Perlu Dibeli dan memiliki POTENSI TERHEBAT selalu diawali dgn fluktuasi yg sangat tinggi karena memiliki ciri-ciri  👇 
- Perusahaan kecil
- Masih berumur muda
- Memenuhi theory 15 Points
Sehingga tidak heran para Growth Investor diremehkan, ditertawakan, banyak yg tidak yakin Ketika di Awal Berinvestasi, karena pilihan saham TERHEBATNYA berasal dari perusahaan kecil dan belum mapan. Tetapi Growth Investor seharusnya tetap tenang, karena analisanya berdasarkan real kondisi bisnisnya bukan dari analisa yg terlalu mengandalkan saham murah dari kalkulasi valuasi diatas kertas laporan keuangan saja,hehehe  😁 

Di sisi lain nih guys,  ada juga Growth Stocks yg sudah growing secara mapan dan sudah dikenal,  tetapi Growing Businessnya masih tetap berlanjut seperti  Dow Chemical, Apple, atau  Microsoft. Namun pergerakannya sudah ""Tidak Sefantastis"" perusahaan kecil atau berusia muda. Nah yg seperti ini juga Worth It Dibeli untuk Investasi 🤗 


Nah disinilah Fisher (bapaknya Growth Investor) sepaham dgn Graham (bapaknya Value Investor) guys, terkait Pentingnya Diversifikasi sesuai dgn profil resiko setiap investor. Fisher menyarankan untuk Growth Investor yg konservatif melakukan Pembelian Growth Stocks dgn Diversifikasi  seperti ini nih guys  👇 
- 60% di Growth Stocks yg sudah mapan
- 40% di perusahaan Growth Stocks yg masih kecil dan muda yg Baru Memulai Cycle Business Growthnya

Selebihnya Fisher mengingatkan juga nih, selain keahlian menganalisa Growth Stock, tetap saja naiknya saham karena Supply and Demand, sehingga kita juga perlu memiliki kemampuan menganalisa Supply and Demand tersebut ya guys  😍 

Bagaimana, apakah teman-teman sudah siap berinvestasi di Growth Stocks? Silahkan dianalisa dan semoga mendapatkan Growth Stocks yg fantastis ya  🤗 



Ikuti juga INSTA kami untuk serial buku investasi yg lebih lengkap ya guys, dan article ini disimpan disana juga: [%XcqF%]

Just random tag: [%KpTp%] [%pmID%] [%SHuh%] [%VAlo%] 

Semoga Bermanfaat and Ciao  😍";;
"[%IvkM%] [%uRjc%] [%RdjF%] [%opAf%] pada suka sarapan sari roti. yuk discuss teman"" [%tASW%]";;
"BOCORAN MENU POTENSI CUAN?

jangan lupa buat cek link di bio ya (:

[ADA YANG MENARIK DI BIO]

Dianalisa kembali ya,HANYA OPINI
*Bukan ajakan *DYOR

Random Tag: [%uqVY%] [%ESBn%] [%ggKS%] [%dQMH%]
[%uFjF%]";;
[%lwfe%];;
"[%Hkis%] akan ARA 5 hari?😜😁😆
tag: [%rOFe%] [%vrZy%] [%HWMH%] [%zZXq%]";;
"Mau tanya, App GoTrade aman ga si?

Random Tag:
[%lvYg%] [%Godl%] [%UgdL%]";;
JAKARTA, [%yrCj%] – Menjelang libur panjang Lebaran tahun 2022, beberapa emiten perbankan melaporkan kinerja perseroan sepanjang tahun 2022 ini. Bank – bank tersebut mencatatkan pencapaian laba bersih sepanjang tiga bulan pertama tahun 2022, yang meningkat signifikan.Beberapa analis, mengandal...;;
"[%GPnX%]

liburan, tetap aset kerja keras

[%Gyzr%] [%RxSd%] [%xcYp%] [%UdAO%] [%Tdrk%]";;
"‼️ANALISIS MALAM‼️

KODE: [%puQx%] (Adaro Energy Indonesia TBK)

- ADRO MANTUL MA 20-NYA!! - 

Setelah kemarin ADRO break dari support, ADRO berhasil melakukan pantulan pada MA 20-nya dan naik cukup signifikan menembus resistancenya di 3270. Hal ini membuat ADRO berpotensi untuk naik lagi membentuk all time high barunya.

[%zkLz%]

[%iJae%] [%OYtX%] [%EMYx%] [%RhQh%]";;
"Lo Kheng Hong bandingkan bisnis telekomunikasi indosat dengan bisnis pakan ayam charoen pokphand. Diketahui dulu Lo Kheng Hong pernah punya saham CPIN.

[%jGjJ%]

[%RBvB%] [%epzA%] [%YYor%] [%hsCE%] [%fhjy%]";;
"[%EwDx%] kl abang pernah lihat kinerja [%ksqM%] jaman awal2 dikelola Group Temasek di era 2002-2003 cmiiw, mereka banyak jual aset properti bank. salah satu pemikirannya spt pemikiran abang, kelola duit lebih menguntungkan makanya waktu itu banyak kantor cabang bdmn dijual, tp seiring berjalannya waktu dan ekonomi Indonesia semakin baik mereka akhirnya harus membeli beberapa properti untuk dijadiin kantor cabang loh bang. 

[%GKgn%] saat inipun lokasi yg strategis dan propektif sudah menjadi milik mereka loh bang padahal mereka bisa saja sewa. Ada satu tempat yg dulu sering sy kunjungin, awalnya setahu saya disewa BBCA tp akhirnya dibeli oleh BCA dan dibangun ulang, kl gak menguntungkan buat apa dibeli dan dibangun kembali bang ? Sewa saja kan masih dikasih sewa sama pemiliknya.

Kl properti bisa disita bang, kan sudah saya bilang kenapa bisa sampai disita, apakah kredit properti diperoleh secara berlebihan ? Kl diperoleh secara berlebihan apa salah sektor properti tersebut bang ? Kl mereka sudah memaksa diri spt spt Group Bakrie ketika buming komodity di era 2006-2008 dan babak belur setelah meletus bang Lehman apakah krn salah investasi group Bakrie di sektor komodity ?

Begitupun jika kredit sudah benar akhirnya mesti disita bank, kenapa bisa sampai disita dan bagaimana bisa memperoleh kredit ? Apakah pegawai yg mengajukan kredit kemudian krn gangguan di pekerjaan sehingga harus berhenti bekerja dan terpaksa cicilan buat propertinya terganggu dan terpaksa disita bank apakah krn kesalahan membeli properti ? Bukankah krn memang gangguan krn PHK yg membuat cicilan terganggu, dan yg beginian sudah biasa bang sy pun pernah alami dan bank juga umumnya berusaha membantu debitur dgn menawarkan ke pihak lain atau kita disuruh cari sendiri ke pihak lain. cuman biasa mmg menjual rumah harus saya jujur ngak semudah jual mobil yg datang ke showroom langsung bisa pulang bawa cash. Ada proses yg biasanya lebih lama kecuali posisi dan harga menjadi primadona di kawasannya mungkin langsung disambar. 

Menghadapi kesulitan bayar oleh debitur perlu kerjasama antara debitur dgn pihak perbankan, namun banyak kejadian juga kl kredit yg ngak benar atau memaksakan kredit sehingga berujung gagal bayar. Kl yg begini apa bisa dijadiin rujukan bang ?";;
[%SeaJ%] minal aidzin walfaizdin;;
"sambil liburan sambil nge bayangin thr tertunda dari [%VxXf%] menurut kalian berapa kira2 deviden PTBA?
random tag [%NOFj%] [%ceIJ%] [%mMwd%] [%dcyY%]";;
[%hQkW%] Kalo [%ZuNN%] percaya ke suatu emiten brarti emiten itu pasti kredibel ya gan? BCA ngasih loan ke [%jVDi%] sekitar 800 Bio dan sampe skrg kredit BCA nyangkut gak bisa dilunasi. Sekelas BCA aja percaya dgn tele brarti tele pasti kredibel.;;
Sebenarnya perlu bedah disini broo.. yg gw liat kan [%RnaP%] dan [%aJXC%] ini jd inceran trus nih... kl dapet harga support tuh pada antre deh beli... dan [%EFVH%] dan [%Eedc%] gimana? td d contohin pake pizza ama om [%jgCH%] ... masuk akal..;;
"Apakah kalian suka taruh uang banyak di bank? hati-hati loh karena secara ga sadar itu bikin miskin diri kita secara pelan-pelan kata Lo Kheng Hong. Lo Kheng Hong ini mantan bankir jabatan terakhir kepala cabang tapi dia ga taruh uang banyak di bank cuma simpen dikit hanya sekedar untuk kebutuhan sehari-hari. Kalo kata Lo Kheng Hong bunga bank deposito paling tinggi itu paling kisaran 6-7% sedangkan kenaikan harga barang itu bisa di atas itu contoh di video ini LKH kasih harga sebuah apartemen bisa naik 300% dalam 2 tahun. 
iya lah miskin pelan-pelan kalo kayak gitu!
[%NkbC%]
[%MRsg%] [%jGxc%] [%OVZA%] [%zlMh%] [%bRdl%]";;
"Pahlawan itu siapa sih? Penjuang yang lawan penjajah kah?
Kalo menurut Lo Kheng Hong Pahlawan itu adalah mereka orang-orang yang bisa kasih kesejahteraan bagi orang lain. Nah investor saham ini merupakan pahlawan karena investor adalah pemilik sebuah bisnis yang bisa kasih lapangan kerja untuk  masyarakat ya meskipun cuma sebagai pemilik selot dua lot wkwkwkwkw
harus bangga karena investor saham itu bisa jadi pahlawan bukan PENJUDI1!1!1!1!1!
[%zgUm%]
[%Ntfj%] [%MKzc%] [%pqDi%] [%Hdmg%] [%qMCu%]";;
Jakarta - Laporan Analisis Perkembangan Uang Beredar yang dikeluarkan Bank Indonesia (BI) mencatat penyaluran kredit kendaraan bermotor tumbuh 1,9 persen secara tahunan pada Maret 2022. Nilai kredit yang disalurkan naik dari Rp 103,2 triliun menjadi Rp 105,2 triliun. Penyaluran kredit di sektor ken...;;
"[%tEhE%] saya kira udah cukup bukti ya bahwa [%uHUK%] cukup kredibel. Sekelas [%kADz%] saja percaya dengan TOTL
Tolong di bawak ke 100an gpp. Saya ambil :)";;
"‼️ANALISIS MALAM‼️
- [%Ysjw%] Breakout Double Bottom - 
Dilihat dari chart dengan time frame 1 jam, maka terlihat bahwa PGAS berhasil breakout double bottom yang terbentuk dengan rapih. Double bottom ini merupakan pattern yang bullish untuk PGAS. Sehingga ada potensi PGAS melanjutkan kenaikkannya.
[%CdrT%]
[%DEHU%] [%CToW%] [%RZLS%] [%CbFc%]";;
"[%XINE%] gw heran ya... utk kelas 4 Bank terbesar d Indonesia, BNI punya nilai saham paling tinggi loh... tapiii.... yg d cari malah [%cYYv%] [%KaJC%] .... why? apakah karena dividendnya yg paling besar???
[%KJLz%] [%DuUb%] [%Xdpg%] [%Feup%] [%vClY%] ";;
"NPL Rata-rata Perbankan Nasional Februari 2022 
[%KjRK%]
[%hiQp%] [%jbjV%] [%eCOR%] [%Vnsv%]";;
"Perbandingan NPL Gross Q1 2022
Rata-rata NPL Gross Perbankan  Nasional 3,08%
NISP 2,3%
BBCA 2,3%
BBTN 3,5%
BBRI 3,15%
BMRI 2,6%
BTPN 1,4%
BNGA 3,46%
BBNI 3,46%
BDMN 2,8%
BNLI 3,17%
Dari semua bank di atas, yang berhasil menekan NPL di bawah NPL rata - rata perbankan nasional hanya [%iWAY%] [%PeKQ%] [%cEwc%] [%RoPg%] [%gyYu%] 
Disclaimer: [%SLAJ%]";;
JAKARTA, KOMPAS.com- Selama lebaran, jam operasional perbankan juga mengalami penyesuaian. Apabila kamu memiliki keperluan untuk mengurus sesuatu, sebaiknya ketahui informasi jam operasional bank selama libur lebaran.Berikut penyesuaian jam operasional BCA, BRI, dan Bank Mandiri selama libur Lebara...;;
[%WicL%] [%HGKx%] data center [%FHFk%];;
[%ktqt%];;
"Halo teman-teman semua di bursa [%Pcmv%]
Outlook Profit Saham mengucapkan:
Selamat Idul Fitri, Mohon Maaf Lahir dan Batin jika ada salah perkataan ya guys 🙏🙏
Semoga kami bisa memberikan manfaat ke teman-teman semua 😍🤩
Random Tag: [%hqbz%] [%wvCl%] [%dswk%] [%EufJ%]";;
"TSC Mengucapkan
Selamat Hari Raya Idul Fitri 1443 H, mohon maaf lahir batin 🙏🏻😊 
Selamat merayakan hari bahagia ini bersama keluarga dan orang-orang terdekat ♥️
Taqabbalallahu minna wa minkum. Minal aidzin wal faidzin. 😊🥳
Random Tag: [%GEDY%] [%zOsH%] [%fiPN%] [%kKvk%] [%VnBF%] 
[AKSES REKOM TERBAIK DI BIO!]
";;
"Senja Ramadhan beranjak pergi, berganti fajar Syawal di pagi hari. Membawa cahaya kedamaian di penghujung ramadhan, menebar berkah di hari kemenangan.
YELO mengucapkan Selamat Hari Raya Idul Fitri 1443 H, mohon maaf lahir dan batin🙏🏻😇🤍
Mau liat video lengkapnya? yuk klik link berikut: [%dlgh%] dan jangan lupa ikuti akun akun Stockbit kami di [%JpEe%] serta Instagram kami di [%qnSL%].id atau klik link berikut: [%txJV%]... untuk mengetahui informasi dan perkembangan terbaru dari [%ctko%]
[%jnPF%] [%JSgc%] [%VxkU%] [%ZpdY%]";;
"Hai2 udh lama ga nongol d stockbit nih. Pada kangen ga ya? hihihi
Yang mau request ANALISA d sini ya bapak/ibu, cek BIO buat TEMPLATE requestnya dan HASIL requestnya nanti.
(MAKS 2 saham/orang)
Bates waktu 3 May 2022 biar ga mepet
thanks, best regards Daily Trading Jujurly
[%rAio%] [%PHqk%] [%rmZv%] [%krCZ%] [%byFu%] ";;
